,NFLOOR,YRCON,WKHRS,NWKER,HEATP,COOLP,PCTERMN,LAPTPN,PRNTRN,COPIERN,LTOHRP,LTNHRP,DAYLTP,OPEN24,OPNWE,PBAPLUS,RENRFF,RENINS,CENDIV,PBA,FREESTN,RFTILT,WLCNS,BLDSHP,BLDSHP,YRCONC,RENHVC,RENWIN,RENLGT,RENELC,RENINS,RENSTR
3305,3,1998,65,50,100.0,100.0,15.0,3.0,15.0,2.0,65.0,20.0,10.0,2,1,19,2.0,2.0,3,8,1.0,1,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3306,2,2004,168,86,100.0,85.0,20.0,5.0,8.0,5.0,100.0,50.0,0.0,1,1,17,2.0,2.0,5,7,1.0,1,3,4.0,4.0,9,2.0,2.0,2.0,2.0,2.0,2.0
3307,2,1972,72,15,100.0,100.0,46.0,1.0,4.0,3.0,90.0,30.0,25.0,2,1,3,2.0,2.0,4,2,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3308,2,1975,45,30,80.0,70.0,40.0,10.0,8.0,4.0,90.0,20.0,30.0,2,1,26,2.0,2.0,2,13,1.0,1,2,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3309,12,1970,60,400,100.0,100.0,400.0,50.0,200.0,20.0,67.0,10.0,15.0,2,2,4,1.0,1.0,2,2,1.0,1,1,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0
3312,1,1972,50,5,100.0,100.0,6.0,2.0,3.0,1.0,50.0,0.0,0.0,2,1,2,2.0,2.0,8,2,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3318,2,2001,85,107,100.0,100.0,70.0,15.0,25.0,4.0,100.0,25.0,20.0,2,1,2,1.0,1.0,9,2,1.0,1,3,2.0,2.0,8,1.0,1.0,1.0,1.0,1.0,1.0
3319,7,1966,50,275,100.0,99.0,146.0,50.0,30.0,6.0,80.0,15.0,5.0,2,2,27,2.0,1.0,3,14,1.0,1,3,4.0,4.0,4,2.0,1.0,2.0,2.0,1.0,2.0
3320,5,1964,168,1500,100.0,100.0,1286.0,60.0,1000.0,50.0,100.0,25.0,0.0,1,1,35,1.0,2.0,9,16,1.0,2,1,4.0,4.0,4,2.0,2.0,1.0,1.0,2.0,1.0
3322,3,1965,108,45,100.0,100.0,40.0,2.0,30.0,3.0,100.0,20.0,50.0,2,1,41,2.0,2.0,9,25,1.0,1,3,3.0,3.0,4,2.0,2.0,1.0,2.0,2.0,2.0
3323,2,2003,35,25,100.0,75.0,160.0,20.0,30.0,3.0,80.0,0.0,10.0,2,1,28,2.0,2.0,3,14,1.0,2,1,7.0,7.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3324,3,1993,60,175,75.0,75.0,400.0,280.0,200.0,20.0,75.0,20.0,0.0,2,2,6,2.0,2.0,8,2,1.0,1,1,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3325,1,1974,40,90,100.0,100.0,200.0,30.0,40.0,4.0,100.0,0.0,35.0,2,2,28,2.0,2.0,9,14,1.0,1,1,4.0,4.0,5,2.0,1.0,2.0,2.0,2.0,2.0
3326,7,1959,168,1000,90.0,90.0,1500.0,60.0,600.0,30.0,100.0,70.0,10.0,1,1,35,1.0,2.0,1,16,1.0,1,3,4.0,4.0,3,1.0,2.0,1.0,1.0,2.0,2.0
3327,3,1957,49,8,100.0,100.0,7.0,2.0,6.0,1.0,30.0,0.0,0.0,2,1,21,2.0,2.0,7,12,1.0,3,1,6.0,6.0,3,1.0,2.0,2.0,2.0,2.0,2.0
3330,7,995,168,148,100.0,88.0,135.0,32.0,30.0,3.0,100.0,40.0,50.0,1,1,6,1.0,1.0,2,2,1.0,1,3,2.0,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0
3331,6,1973,168,600,100.0,60.0,600.0,100.0,100.0,200.0,90.0,50.0,10.0,1,1,35,1.0,2.0,2,16,1.0,1,1,4.0,4.0,5,1.0,1.0,1.0,1.0,2.0,1.0
3333,1,1980,43,3,50.0,50.0,3.0,1.0,1.0,1.0,50.0,0.0,10.0,2,1,5,1.0,2.0,7,2,1.0,1,1,9.0,9.0,6,2.0,2.0,1.0,1.0,2.0,2.0
3334,8,1976,168,2500,100.0,100.0,3595.0,50.0,50.0,500.0,100.0,50.0,10.0,1,1,35,1.0,1.0,3,16,1.0,1,2,11.0,11.0,5,1.0,2.0,1.0,1.0,1.0,2.0
3336,2,1982,50,118,100.0,100.0,125.0,50.0,18.0,10.0,80.0,0.0,0.0,2,2,4,2.0,2.0,4,2,1.0,3,5,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3337,2,1979,50,850,100.0,100.0,890.0,350.0,250.0,14.0,100.0,0.0,0.0,2,2,29,2.0,2.0,7,14,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3338,3,1983,60,5,75.0,2.0,6.0,2.0,5.0,2.0,51.0,1.0,0.0,2,1,21,2.0,2.0,1,12,1.0,3,4,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3340,2,1958,168,75,90.0,85.0,35.0,35.0,10.0,6.0,12.0,50.0,15.0,1,1,36,2.0,2.0,5,17,1.0,3,3,2.0,2.0,3,2.0,1.0,2.0,2.0,2.0,2.0
3343,1,1997,55,22,100.0,100.0,25.0,1.0,17.0,2.0,100.0,10.0,0.0,2,1,46,2.0,2.0,5,26,1.0,2,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3344,1,1977,40,12,100.0,80.0,15.0,10.0,2.0,2.0,90.0,10.0,15.0,2,2,2,2.0,2.0,9,2,1.0,3,1,6.0,6.0,5,2.0,2.0,1.0,2.0,2.0,2.0
3345,2,1980,168,50,100.0,100.0,85.0,3.0,45.0,4.0,95.0,50.0,10.0,1,1,2,2.0,2.0,9,2,1.0,1,1,1.0,1.0,6,1.0,2.0,1.0,2.0,2.0,2.0
3346,1,1977,40,2,100.0,100.0,1.0,1.0,2.0,1.0,25.0,0.0,50.0,2,2,1,2.0,2.0,8,1,1.0,3,4,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3347,1,1976,35,16,90.0,95.0,80.0,8.0,20.0,2.0,100.0,0.0,1.0,2,2,28,2.0,2.0,9,14,1.0,2,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3349,1,1985,48,6,100.0,100.0,9.0,2.0,1.0,1.0,100.0,10.0,0.0,2,1,43,2.0,2.0,3,25,1.0,2,1,2.0,2.0,6,2.0,2.0,1.0,1.0,2.0,2.0
3350,1,1971,53,2,100.0,100.0,9.0,1.0,14.0,2.0,100.0,20.0,0.0,2,1,3,2.0,2.0,4,2,1.0,3,4,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3354,5,1996,60,600,100.0,80.0,600.0,100.0,75.0,40.0,80.0,0.0,0.0,2,2,2,1.0,1.0,3,2,1.0,1,1,2.0,2.0,7,1.0,1.0,1.0,1.0,1.0,1.0
3356,3,2002,168,4,100.0,36.0,2.0,1.0,3.0,1.0,98.0,87.0,2.0,1,1,38,2.0,2.0,7,18,1.0,3,1,2.0,2.0,8,2.0,2.0,1.0,2.0,2.0,2.0
3357,1,1972,70,17,100.0,100.0,7.0,5.0,5.0,1.0,94.0,7.0,3.0,2,1,50,2.0,1.0,4,23,1.0,1,3,2.0,2.0,5,1.0,2.0,1.0,1.0,1.0,2.0
3365,6,1965,168,400,100.0,100.0,80.0,1.0,30.0,8.0,100.0,70.0,0.0,1,1,35,2.0,2.0,9,16,1.0,1,1,1.0,1.0,4,1.0,2.0,2.0,2.0,2.0,1.0
3366,2,1966,43,39,51.0,59.0,23.0,5.0,9.0,1.0,45.0,1.0,22.0,2,1,50,2.0,2.0,7,23,1.0,1,3,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,2.0
3368,1,2003,40,18,100.0,100.0,49.0,70.0,7.0,2.0,70.0,10.0,5.0,2,2,28,2.0,2.0,8,14,1.0,2,1,6.0,6.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3369,1,1992,70,54,74.0,77.0,24.0,13.0,14.0,3.0,72.0,11.0,14.0,2,1,50,2.0,2.0,5,23,1.0,1,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3371,1,1995,100,20,100.0,4.0,15.0,0.0,7.0,2.0,100.0,0.0,0.0,2,2,10,2.0,2.0,3,5,1.0,2,5,2.0,2.0,7,2.0,2.0,1.0,2.0,2.0,2.0
3372,2,2000,110,167,100.0,90.0,250.0,500.0,80.0,4.0,95.0,0.0,15.0,2,1,29,2.0,2.0,3,14,1.0,1,2,10.0,10.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3376,2,1969,40,54,100.0,90.0,150.0,90.0,15.0,3.0,95.0,2.0,0.0,2,2,28,1.0,2.0,2,14,1.0,1,3,4.0,4.0,4,1.0,2.0,2.0,2.0,2.0,2.0
3378,6,1981,72,250,60.0,60.0,500.0,50.0,200.0,17.0,100.0,60.0,10.0,2,1,6,2.0,2.0,9,2,1.0,2,4,2.0,2.0,6,1.0,2.0,1.0,2.0,2.0,1.0
3379,2,1975,45,15,100.0,100.0,12.0,0.0,13.0,3.0,100.0,2.0,0.0,2,2,3,2.0,2.0,8,2,1.0,1,3,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3382,8,2007,112,17,60.0,60.0,300.0,300.0,500.0,1.0,98.0,50.0,40.0,2,1,27,2.0,2.0,5,14,1.0,2,3,6.0,6.0,9,2.0,2.0,2.0,2.0,2.0,2.0
3385,2,1962,48,15,85.0,85.0,7.0,2.0,6.0,1.0,20.0,0.0,10.0,2,2,2,1.0,2.0,5,2,1.0,1,3,2.0,2.0,4,1.0,2.0,2.0,2.0,2.0,2.0
3389,1,1996,168,4,50.0,50.0,3.0,0.0,3.0,1.0,25.0,0.0,0.0,1,1,21,2.0,2.0,5,12,1.0,3,5,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3391,1,2006,50,13,100.0,100.0,14.0,0.0,9.0,1.0,95.0,40.0,0.0,2,2,3,2.0,2.0,8,2,1.0,2,4,11.0,11.0,9,2.0,2.0,2.0,2.0,2.0,2.0
3397,1,1991,40,2,10.0,80.0,4.0,3.0,3.0,1.0,80.0,8.0,0.0,2,2,2,2.0,2.0,5,2,1.0,3,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3398,1,1995,60,20,5.0,5.0,10.0,0.0,10.0,5.0,10.0,0.0,95.0,2,2,9,2.0,2.0,9,5,1.0,2,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3401,5,1976,168,1000,100.0,82.0,350.0,100.0,200.0,75.0,100.0,25.0,10.0,1,1,35,1.0,1.0,2,16,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,2.0
3404,1,1986,55,75,98.0,98.0,110.0,20.0,10.0,2.0,65.0,10.0,20.0,2,2,28,1.0,2.0,8,14,1.0,2,1,10.0,10.0,6,1.0,2.0,2.0,1.0,2.0,2.0
3405,1,2001,60,105,100.0,100.0,105.0,20.0,12.0,6.0,75.0,10.0,0.0,2,2,2,2.0,2.0,2,2,1.0,2,3,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3406,1,2003,100,260,95.0,23.0,218.0,35.0,130.0,3.0,100.0,15.0,2.0,2,1,9,2.0,2.0,6,5,1.0,2,3,2.0,2.0,8,1.0,2.0,1.0,2.0,2.0,2.0
3411,4,1958,90,60,100.0,80.0,86.0,86.0,9.0,2.0,80.0,7.0,0.0,2,1,27,2.0,2.0,4,14,1.0,1,1,1.0,1.0,3,2.0,2.0,2.0,2.0,2.0,2.0
3412,4,1968,168,521,100.0,100.0,80.0,30.0,40.0,20.0,80.0,60.0,10.0,1,1,35,1.0,2.0,5,16,1.0,1,1,6.0,6.0,4,1.0,2.0,1.0,2.0,2.0,2.0
3413,2,1999,50,12,75.0,75.0,3.0,0.0,4.0,1.0,100.0,5.0,75.0,2,1,33,2.0,2.0,7,15,1.0,1,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3415,1,1964,70,106,100.0,90.0,36.0,14.0,22.0,4.0,97.0,14.0,9.0,2,1,50,1.0,2.0,1,23,1.0,1,1,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,2.0
3416,4,1985,65,275,100.0,100.0,150.0,150.0,70.0,45.0,85.0,10.0,0.0,2,1,6,2.0,2.0,2,2,1.0,1,8,11.0,11.0,6,1.0,2.0,1.0,1.0,2.0,2.0
3417,3,1994,81,22,1.0,100.0,63.0,0.0,15.0,5.0,75.0,25.0,20.0,2,1,27,2.0,2.0,5,14,1.0,1,3,11.0,11.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3418,2,1988,60,41,100.0,45.0,16.0,10.0,11.0,1.0,83.0,22.0,15.0,2,1,50,2.0,2.0,1,23,1.0,1,1,2.0,2.0,6,1.0,2.0,2.0,2.0,2.0,2.0
3419,1,1965,168,110,100.0,100.0,25.0,5.0,13.0,2.0,90.0,50.0,20.0,1,1,36,2.0,2.0,9,17,1.0,2,3,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,2.0
3422,3,1996,50,100,100.0,80.0,100.0,20.0,30.0,10.0,100.0,25.0,0.0,2,2,2,2.0,2.0,3,2,1.0,1,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3423,3,2007,85,64,100.0,100.0,357.0,23.0,81.0,3.0,100.0,0.0,25.0,2,1,23,2.0,2.0,8,13,1.0,1,1,11.0,11.0,9,2.0,2.0,2.0,2.0,2.0,2.0
3426,1,1978,70,40,100.0,35.0,50.0,10.0,6.0,1.0,100.0,2.0,0.0,2,2,9,2.0,2.0,3,5,1.0,1,2,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3427,6,1998,168,3000,100.0,100.0,3305.0,2.0,3000.0,300.0,100.0,50.0,10.0,1,1,35,2.0,2.0,9,16,1.0,1,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3428,3,1997,119,25,100.0,90.0,25.0,7.0,5.0,5.0,95.0,15.0,0.0,2,1,24,1.0,2.0,4,13,1.0,2,2,2.0,2.0,7,1.0,2.0,1.0,2.0,2.0,2.0
3431,3,995,42,120,100.0,10.0,155.0,59.0,45.0,4.0,90.0,10.0,0.0,2,2,28,1.0,1.0,2,14,1.0,1,1,6.0,6.0,2,1.0,1.0,1.0,1.0,1.0,2.0
3432,1,1997,50,31,100.0,100.0,30.0,15.0,25.0,2.0,100.0,10.0,5.0,2,2,19,2.0,2.0,5,8,1.0,2,1,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3433,3,1976,45,380,100.0,75.0,225.0,75.0,25.0,15.0,80.0,0.0,0.0,2,2,16,2.0,2.0,1,7,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3434,3,1960,168,100,100.0,100.0,30.0,4.0,15.0,1.0,75.0,60.0,0.0,1,1,33,1.0,2.0,9,15,1.0,3,1,2.0,2.0,4,1.0,2.0,1.0,2.0,2.0,2.0
3435,2,1980,45,60,100.0,100.0,50.0,20.0,20.0,8.0,100.0,5.0,30.0,2,2,6,1.0,2.0,9,2,1.0,2,2,9.0,9.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3436,2,1987,40,23,100.0,70.0,23.0,0.0,6.0,2.0,70.0,10.0,0.0,2,2,3,2.0,2.0,3,2,1.0,3,4,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3437,2,1950,50,2,75.0,50.0,3.0,1.0,2.0,1.0,50.0,0.0,0.0,2,2,7,2.0,2.0,4,2,1.0,2,3,3.0,3.0,3,2.0,2.0,2.0,2.0,2.0,2.0
3438,1,1972,70,1,35.0,35.0,4.0,0.0,4.0,1.0,100.0,0.0,0.0,2,1,2,2.0,2.0,9,2,1.0,2,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3439,2,995,64,31,100.0,100.0,3.0,0.0,3.0,1.0,95.0,0.0,0.0,2,1,33,1.0,2.0,7,15,1.0,2,1,2.0,2.0,1,1.0,1.0,1.0,1.0,2.0,2.0
3447,2,1953,168,90,100.0,100.0,90.0,16.0,8.0,5.0,100.0,20.0,0.0,1,1,2,1.0,2.0,6,2,1.0,1,1,4.0,4.0,3,1.0,1.0,2.0,1.0,2.0,2.0
3448,2,1998,50,350,100.0,100.0,300.0,25.0,50.0,4.0,100.0,0.0,0.0,2,2,2,2.0,2.0,9,2,1.0,2,2,2.0,2.0,7,1.0,2.0,1.0,2.0,2.0,2.0
3449,1,1964,50,8,100.0,1.0,7.0,0.0,7.0,2.0,100.0,1.0,0.0,2,2,9,2.0,2.0,2,5,1.0,1,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
3455,2,1973,60,6,100.0,100.0,7.0,1.0,6.0,2.0,40.0,0.0,2.0,2,1,21,1.0,2.0,8,12,1.0,1,1,9.0,9.0,5,1.0,2.0,2.0,2.0,2.0,2.0
3456,1,1987,60,20,100.0,40.0,10.0,10.0,8.0,3.0,100.0,0.0,0.0,2,1,10,2.0,2.0,2,5,1.0,1,2,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3460,1,1975,38,6,100.0,100.0,7.0,0.0,2.0,1.0,80.0,20.0,0.0,2,2,19,2.0,2.0,9,8,1.0,3,4,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3462,2,1988,40,3,50.0,50.0,3.0,2.0,3.0,1.0,50.0,0.0,0.0,2,2,2,1.0,2.0,6,2,1.0,3,1,2.0,2.0,6,2.0,2.0,1.0,2.0,2.0,2.0
3463,1,1960,40,10,5.0,5.0,1.0,0.0,1.0,1.0,100.0,20.0,25.0,2,2,9,2.0,2.0,9,5,1.0,2,3,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
3466,1,2006,126,60,100.0,60.0,10.0,0.0,10.0,1.0,100.0,75.0,0.0,2,1,14,2.0,2.0,9,6,1.0,1,3,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
3468,4,2000,168,850,100.0,95.0,1800.0,160.0,320.0,58.0,100.0,60.0,10.0,1,1,35,2.0,2.0,6,16,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3471,4,1989,168,500,100.0,90.0,1500.0,100.0,20.0,150.0,100.0,80.0,10.0,1,1,35,2.0,2.0,5,16,1.0,1,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3472,4,1954,40,300,100.0,100.0,200.0,30.0,30.0,20.0,100.0,10.0,0.0,2,2,52,2.0,2.0,7,7,1.0,1,3,9.0,9.0,3,2.0,2.0,2.0,2.0,2.0,2.0
3473,4,2003,168,28,90.0,85.0,10.0,1.0,10.0,1.0,80.0,70.0,80.0,1,1,38,2.0,2.0,5,18,1.0,1,1,6.0,6.0,8,1.0,2.0,1.0,2.0,2.0,2.0
3474,3,1955,45,215,100.0,100.0,136.0,75.0,6.0,4.0,90.0,0.0,75.0,2,2,4,2.0,2.0,1,2,1.0,1,3,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
3476,2,1980,70,40,100.0,100.0,45.0,1.0,6.0,2.0,100.0,20.0,0.0,2,2,2,2.0,2.0,9,2,1.0,2,1,1.0,1.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3477,1,1963,64,46,100.0,10.0,35.0,2.0,10.0,3.0,50.0,1.0,0.0,2,2,9,2.0,2.0,8,5,1.0,2,3,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
3478,4,1982,75,323,85.0,85.0,320.0,55.0,126.0,27.0,75.0,10.0,75.0,2,1,2,2.0,2.0,9,2,1.0,1,1,11.0,11.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3480,1,1980,60,1,6.0,6.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,2,1,42,2.0,2.0,5,25,1.0,2,5,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3482,3,1971,68,100,100.0,90.0,200.0,100.0,80.0,4.0,95.0,20.0,70.0,2,1,28,1.0,2.0,2,14,1.0,1,3,4.0,4.0,5,1.0,2.0,1.0,1.0,2.0,1.0
3483,6,2006,168,750,100.0,100.0,1200.0,600.0,700.0,80.0,95.0,0.0,0.0,1,1,35,1.0,2.0,4,16,1.0,1,1,5.0,5.0,9,1.0,2.0,2.0,1.0,2.0,1.0
3484,2,1946,48,4,100.0,100.0,3.0,2.0,4.0,1.0,100.0,10.0,0.0,2,1,2,2.0,2.0,2,2,1.0,1,3,2.0,2.0,3,2.0,2.0,2.0,1.0,2.0,2.0
3486,2,1981,39,26,100.0,100.0,12.0,6.0,6.0,2.0,95.0,24.0,8.0,2,1,50,2.0,2.0,2,23,1.0,3,4,3.0,3.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3488,1,1998,90,6,100.0,100.0,3.0,0.0,2.0,1.0,100.0,2.0,3.0,2,1,24,2.0,2.0,9,13,1.0,2,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3491,1,2000,168,10,100.0,100.0,25.0,4.0,10.0,2.0,75.0,50.0,75.0,1,1,4,2.0,2.0,8,2,1.0,2,1,11.0,11.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3494,3,995,32,1,100.0,100.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,2,1,21,1.0,2.0,4,12,1.0,3,4,2.0,2.0,1,1.0,1.0,2.0,2.0,2.0,2.0
3497,1,1989,72,5,100.0,100.0,3.0,0.0,1.0,1.0,100.0,50.0,5.0,2,1,44,2.0,2.0,5,26,1.0,2,1,2.0,2.0,6,2.0,2.0,1.0,2.0,2.0,2.0
3498,2,1958,105,35,100.0,80.0,6.0,1.0,5.0,1.0,100.0,20.0,0.0,2,1,14,2.0,1.0,9,6,1.0,1,1,2.0,2.0,3,2.0,1.0,1.0,1.0,1.0,1.0
3499,1,2000,60,2,100.0,100.0,3.0,0.0,2.0,1.0,10.0,0.0,0.0,2,1,19,2.0,2.0,7,8,1.0,1,3,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3500,2,1973,40,1,100.0,100.0,3.0,0.0,2.0,2.0,95.0,1.0,75.0,2,1,2,2.0,2.0,5,2,1.0,2,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
3502,1,1982,70,72,100.0,100.0,20.0,50.0,20.0,2.0,100.0,20.0,0.0,2,2,2,2.0,2.0,3,2,1.0,1,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3506,2,1960,40,22,100.0,30.0,32.0,0.0,3.0,2.0,100.0,5.0,90.0,2,2,28,2.0,2.0,1,14,1.0,2,1,9.0,9.0,4,2.0,2.0,2.0,2.0,2.0,2.0
3510,1,1990,168,65,100.0,100.0,24.0,1.0,7.0,1.0,100.0,40.0,10.0,1,1,36,2.0,2.0,9,17,1.0,2,1,4.0,4.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3511,2,1956,60,50,50.0,50.0,20.0,50.0,30.0,6.0,100.0,0.0,50.0,2,1,26,2.0,2.0,6,13,1.0,2,1,2.0,2.0,3,2.0,2.0,2.0,1.0,2.0,2.0
3513,1,995,45,2,100.0,100.0,4.0,1.0,3.0,1.0,100.0,5.0,0.0,2,2,2,2.0,2.0,9,2,1.0,1,1,2.0,2.0,2,1.0,1.0,1.0,1.0,2.0,2.0
3516,6,1970,50,150,100.0,100.0,495.0,50.0,25.0,5.0,100.0,0.0,0.0,2,2,4,1.0,2.0,9,2,1.0,1,2,2.0,2.0,5,2.0,2.0,1.0,2.0,2.0,2.0
3525,1,2001,35,1,100.0,100.0,1.0,1.0,1.0,1.0,100.0,2.0,0.0,2,1,21,2.0,2.0,4,12,1.0,3,4,8.0,8.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3526,1,1992,45,17,100.0,100.0,35.0,1.0,5.0,1.0,100.0,0.0,20.0,2,2,28,2.0,2.0,9,14,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3527,1,2002,126,3,70.0,70.0,5.0,0.0,4.0,1.0,75.0,20.0,0.0,2,1,13,2.0,2.0,7,6,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
3530,1,1958,70,15,100.0,100.0,6.0,3.0,3.0,1.0,91.0,5.0,12.0,2,1,50,1.0,2.0,4,23,1.0,1,3,9.0,9.0,3,1.0,2.0,1.0,2.0,2.0,2.0
3531,1,1966,40,10,100.0,70.0,15.0,2.0,10.0,5.0,80.0,0.0,0.0,2,2,9,2.0,2.0,7,5,1.0,1,2,2.0,2.0,4,1.0,1.0,2.0,2.0,2.0,2.0
3532,1,1993,40,11,100.0,100.0,16.0,2.0,10.0,2.0,80.0,30.0,40.0,2,2,3,2.0,2.0,8,2,1.0,2,1,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3534,11,1962,60,1825,100.0,100.0,1200.0,600.0,1200.0,20.0,100.0,10.0,0.0,2,2,4,1.0,2.0,5,2,1.0,1,2,5.0,5.0,4,1.0,2.0,1.0,1.0,2.0,1.0
3536,1,1995,60,6,100.0,100.0,5.0,0.0,5.0,1.0,75.0,5.0,25.0,2,1,3,2.0,2.0,8,2,1.0,2,4,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
3537,1,1989,70,9,100.0,100.0,6.0,4.0,4.0,2.0,93.0,17.0,10.0,2,1,50,2.0,2.0,6,23,1.0,2,1,9.0,9.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3543,2,1955,40,8,100.0,100.0,8.0,8.0,5.0,1.0,50.0,1.0,40.0,2,2,6,2.0,2.0,9,2,1.0,1,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
3546,4,1958,60,250,100.0,100.0,250.0,30.0,10.0,10.0,80.0,20.0,10.0,2,2,4,2.0,2.0,9,2,1.0,1,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
3549,3,1953,45,84,100.0,100.0,85.0,12.0,45.0,10.0,65.0,30.0,2.0,2,2,52,2.0,2.0,9,7,1.0,2,1,2.0,2.0,3,1.0,1.0,2.0,2.0,2.0,2.0
3552,1,1980,70,2,100.0,70.0,3.0,0.0,1.0,1.0,100.0,10.0,0.0,2,1,26,2.0,2.0,4,13,1.0,2,5,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
3557,1,1962,39,37,100.0,100.0,16.0,9.0,8.0,2.0,94.0,4.0,10.0,2,1,50,1.0,2.0,2,23,1.0,1,1,3.0,3.0,4,1.0,1.0,2.0,2.0,2.0,2.0
3558,7,1999,50,200,100.0,85.0,300.0,100.0,20.0,20.0,90.0,25.0,0.0,2,2,2,2.0,2.0,5,2,1.0,1,1,2.0,2.0,7,2.0,2.0,1.0,2.0,2.0,2.0
3559,2,1969,70,9,45.0,80.0,16.0,3.0,1.0,1.0,75.0,0.0,15.0,2,1,21,2.0,2.0,5,12,1.0,1,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
3560,6,1982,168,800,100.0,95.0,890.0,50.0,150.0,12.0,100.0,40.0,20.0,1,1,35,1.0,2.0,5,16,1.0,1,2,10.0,10.0,6,2.0,2.0,1.0,2.0,2.0,2.0
3562,11,2001,75,1000,100.0,100.0,300.0,1420.0,40.0,120.0,75.0,50.0,25.0,2,2,4,2.0,2.0,5,2,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
